group2	family2	genus2	group	family	genus	subspecies	stage	taxa	ID	DIN	shortcode	levelAQEM	LINK	LINK_ID	levelLINK
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	NA	Ad.	Graphoderus bilineatus Ad.	11790	NA	grapbiad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	NA	Lv.	Graphoderus bilineatus Lv.	5340	NA	graphobi	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	NA	NA	Graphoderus cinereus	17836	438	grapcin1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	NA	Ad.	Graphoderus cinereus Ad.	11791	NA	grapciad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	NA	Lv.	Graphoderus cinereus Lv.	5341	NA	grapcine	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	NA	NA	Graphoderus sp.	17837	20157	grapsp.1	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	NA	Ad.	Graphoderus sp. Ad.	11792	NA	grapspad	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	NA	Lv.	Graphoderus sp. Lv.	8998	NA	graphosp	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	Graphoderus zonatus ssp.	NA	Graphoderus zonatus ssp.	19333	NA	grzossp1	subspecies	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	Graphoderus zonatus ssp.	Ad.	Graphoderus zonatus ssp. Ad.	19824	NA	grzospad	subspecies	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	Graphoderus zonatus ssp.	Lv.	Graphoderus zonatus ssp. Lv.	19825	NA	grzosplv	subspecies	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	Graphoderus zonatus ssp.	NA	Graphoderus zonatus verrucifer	17838	NA	grapzon1	subspecies	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	Graphoderus zonatus ssp.	Ad.	Graphoderus zonatus verrucifer Ad.	11838	NA	graverad	subspecies	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	Graphoderus zonatus ssp.	Lv.	Graphoderus zonatus verrucifer Lv.	11839	NA	graverlv	subspecies	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	Graphoderus zonatus ssp.	NA	Graphoderus zonatus zonatus	17839	10269	grazona1	subspecies	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	Graphoderus zonatus ssp.	Ad.	Graphoderus zonatus zonatus Ad.	11793	NA	grapzoad	subspecies	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graphoderus sp.	Coleoptera	Dytiscidae	Graphoderus	Graphoderus zonatus ssp.	Lv.	Graphoderus zonatus zonatus Lv.	5342	NA	grapzona	subspecies	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	NA	Graptodytes aequalis	17840	NA	grapaeq1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Ad.	Graptodytes aequalis Ad.	16302	NA	grapaead	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Lv.	Graptodytes aequalis Lv.	16303	NA	grapaelv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	NA	Graptodytes bilineatus	17841	10200	grabili1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Ad.	Graptodytes bilineatus Ad.	11848	NA	graptoad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Lv.	Graptodytes bilineatus Lv.	5343	NA	graptobi	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	NA	Graptodytes castilianus	17842	NA	grapcas1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Ad.	Graptodytes castilianus Ad.	16304	NA	grapcaad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Lv.	Graptodytes castilianus Lv.	16305	NA	grapcalv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	NA	Graptodytes flavipes	17843	20544	grapfla1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Ad.	Graptodytes flavipes Ad.	11840	NA	graflaad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Lv.	Graptodytes flavipes Lv.	11841	NA	graflalv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	NA	Graptodytes fractus	17844	NA	grapfra1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Ad.	Graptodytes fractus Ad.	11842	NA	grafraad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Lv.	Graptodytes fractus Lv.	11843	NA	grafralv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	NA	Graptodytes granularis	17845	916	grapgra1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Ad.	Graptodytes granularis Ad.	11846	NA	grapgrad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Lv.	Graptodytes granularis Lv.	5344	NA	grapgran	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	NA	Graptodytes ignotus	17846	NA	grapign1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Ad.	Graptodytes ignotus Ad.	11844	NA	graignad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Lv.	Graptodytes ignotus Lv.	11845	NA	graignlv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	NA	Graptodytes kuchtae	17847	NA	grapkuc1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Ad.	Graptodytes kuchtae Ad.	16306	NA	grapkuad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Lv.	Graptodytes kuchtae Lv.	16307	NA	grapkulv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	NA	Graptodytes pictus	17848	915	grappic1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Ad.	Graptodytes pictus Ad.	11847	NA	grappiad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Lv.	Graptodytes pictus Lv.	5345	NA	grappict	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	NA	Graptodytes sexguttatus	17849	NA	grapsex1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Ad.	Graptodytes sexguttatus Ad.	11850	NA	grasexad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Lv.	Graptodytes sexguttatus Lv.	11851	NA	grasexlv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	NA	Graptodytes sp.	17850	10009	grasp.1	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Ad.	Graptodytes sp. Ad.	11854	NA	gresspad	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Lv.	Graptodytes sp. Lv.	8999	NA	graptosp	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	NA	Graptodytes varius	17851	NA	grapvar1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Ad.	Graptodytes varius Ad.	11849	NA	grapvaad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Lv.	Graptodytes varius Lv.	5346	NA	grapvari	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	NA	Graptodytes veterator	17852	NA	grapvet1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Ad.	Graptodytes veterator Ad.	11852	NA	gravetad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Graptodytes sp.	Coleoptera	Dytiscidae	Graptodytes	NA	Lv.	Graptodytes veterator Lv.	11853	NA	gravetlv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Herophydrus sp.	Coleoptera	Dytiscidae	Herophydrus	NA	NA	Herophydrus guineensis	17984	NA	herogui1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Herophydrus sp.	Coleoptera	Dytiscidae	Herophydrus	NA	Ad.	Herophydrus guineensis Ad.	11855	NA	herguiad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Herophydrus sp.	Coleoptera	Dytiscidae	Herophydrus	NA	Lv.	Herophydrus guineensis Lv.	11856	NA	herguilv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Herophydrus sp.	Coleoptera	Dytiscidae	Herophydrus	NA	NA	Herophydrus musicus	17985	NA	heromus1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Herophydrus sp.	Coleoptera	Dytiscidae	Herophydrus	NA	Ad.	Herophydrus musicus Ad.	11857	NA	hermusad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Herophydrus sp.	Coleoptera	Dytiscidae	Herophydrus	NA	Lv.	Herophydrus musicus Lv.	11858	NA	hermuslv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Herophydrus sp.	Coleoptera	Dytiscidae	Herophydrus	NA	NA	Herophydrus sp.	17986	NA	herosp.1	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Herophydrus sp.	Coleoptera	Dytiscidae	Herophydrus	NA	Ad.	Herophydrus sp. Ad.	14528	NA	hergspad	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Herophydrus sp.	Coleoptera	Dytiscidae	Herophydrus	NA	Lv.	Herophydrus sp. Lv.	14527	NA	hergsplv	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	NA	Hydaticus aruspex	17997	20229	hydaaru1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	Ad.	Hydaticus aruspex Ad.	11796	NA	hydaruad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	Lv.	Hydaticus aruspex Lv.	11797	NA	hydarulv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	NA	Hydaticus continentalis	17998	20228	hydacon1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	Ad.	Hydaticus continentalis Ad.	11795	NA	hydamoad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	Lv.	Hydaticus continentalis Lv.	7814	NA	hydamode	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	NA	Hydaticus grammicus	17999	20548	hydagra1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	Ad.	Hydaticus grammicus Ad.	11794	NA	hydagrad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	Lv.	Hydaticus grammicus Lv.	5494	NA	hydagram	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	NA	Hydaticus leander	18000	NA	hydalea1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	Ad.	Hydaticus leander Ad.	11801	NA	hydleaad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	Lv.	Hydaticus leander Lv.	11802	NA	hydlealv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	NA	Hydaticus seminiger	18001	890	hydasem1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	Ad.	Hydaticus seminiger Ad.	11798	NA	hydasead	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	Lv.	Hydaticus seminiger Lv.	5495	NA	hydasemi	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	NA	Hydaticus sp.	18002	367	hydasp.1	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	Ad.	Hydaticus sp. Ad.	11799	NA	hydatiad	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	Lv.	Hydaticus sp. Lv.	5496	NA	hydatisp	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	NA	Hydaticus transversalis	18003	891	hydatra1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	Ad.	Hydaticus transversalis Ad.	11800	NA	hydatrad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydaticus sp.	Coleoptera	Dytiscidae	Hydaticus	NA	Lv.	Hydaticus transversalis Lv.	5498	NA	hydatran	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	NA	Hydroglyphus confusus	18181	NA	hydconf1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	Ad.	Hydroglyphus confusus Ad.	16360	NA	hydrcnad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	Lv.	Hydroglyphus confusus Lv.	16361	NA	hydrcnlv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	NA	Hydroglyphus geminus	18182	20144	hydrgem1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	Ad.	Hydroglyphus geminus Ad.	11859	NA	hydgemad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	Lv.	Hydroglyphus geminus Lv.	11860	NA	hydgemlv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	NA	Hydroglyphus hamulatus	18183	20219	hydrham1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	Ad.	Hydroglyphus hamulatus Ad.	11861	NA	hydhamad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	Lv.	Hydroglyphus hamulatus Lv.	11862	NA	hydhamlv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	NA	Hydroglyphus signatellus	18184	NA	hydrsig1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	Ad.	Hydroglyphus signatellus Ad.	11864	NA	hydsigad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	Lv.	Hydroglyphus signatellus Lv.	11865	NA	hydsiglv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	NA	Hydroglyphus sp.	18185	20538	hydglysp	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	Ad.	Hydroglyphus sp. Ad.	11866	NA	hyglspad	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroglyphus sp.	Coleoptera	Dytiscidae	Hydroglyphus	NA	Lv.	Hydroglyphus sp. Lv.	9027	NA	hyphussp	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporinae Gen. sp.	Coleoptera	Dytiscidae	Hydroporinae	NA	NA	Hydroporinae Gen. sp.	18192	10062	hyporgen	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporinae Gen. sp.	Coleoptera	Dytiscidae	Hydroporinae	NA	Ad.	Hydroporinae Gen. sp. Ad.	11628	NA	hyporgad	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporinae Gen. sp.	Coleoptera	Dytiscidae	Hydroporinae	NA	Lv.	Hydroporinae Gen. sp. Lv.	5552	NA	hyporing	genus	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporus sp.	Coleoptera	Dytiscidae	Hydroporus	NA	NA	Hydroporus acutangulus	18193	NA	hydracu1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporus sp.	Coleoptera	Dytiscidae	Hydroporus	NA	Ad.	Hydroporus acutangulus Ad.	11867	NA	hydacuad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporus sp.	Coleoptera	Dytiscidae	Hydroporus	NA	Lv.	Hydroporus acutangulus Lv.	11868	NA	hydaculv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporus sp.	Coleoptera	Dytiscidae	Hydroporus	NA	NA	Hydroporus analis	18194	NA	hydrana1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporus sp.	Coleoptera	Dytiscidae	Hydroporus	NA	Ad.	Hydroporus analis Ad.	11869	NA	hydanaad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporus sp.	Coleoptera	Dytiscidae	Hydroporus	NA	Lv.	Hydroporus analis Lv.	11870	NA	hydanalv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporus sp.	Coleoptera	Dytiscidae	Hydroporus	NA	NA	Hydroporus angustatus	18195	984	hyangus1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporus sp.	Coleoptera	Dytiscidae	Hydroporus	NA	Ad.	Hydroporus angustatus Ad.	11943	NA	hyorusad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporus sp.	Coleoptera	Dytiscidae	Hydroporus	NA	Lv.	Hydroporus angustatus Lv.	5553	NA	hyorusan	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporus sp.	Coleoptera	Dytiscidae	Hydroporus	NA	NA	Hydroporus basinotatus	18196	NA	hydrbas1	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporus sp.	Coleoptera	Dytiscidae	Hydroporus	NA	Ad.	Hydroporus basinotatus Ad.	16350	NA	hydrbsad	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporus sp.	Coleoptera	Dytiscidae	Hydroporus	NA	Lv.	Hydroporus basinotatus Lv.	16351	NA	hydrbslv	species	Dytiscidae Gen. sp.	17756	family
Coleoptera Gen. sp.	Dytiscidae Gen. sp.	Hydroporus sp.	Coleoptera	Dytiscidae	Hydroporus	NA	NA	Hydroporus brancoi	18197	NA	hydbran1	species	Dytiscidae Gen. sp.	17756	family
